Image,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,...1,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women
I222,Dessert 5,Object,Pixabay,5.53465346534653,0.900714787661928,101,3.86407766990291,1.67477562845682,103,I222,5.431034483,0.880830329,58,5.674418605,0.918615165,43,3.87755102,1.576291178,49,3.867924528,1.787109138,53
I160,Chipmunk 3,Animal,Pixabay,5.52941176470588,0.908767878225174,102,3.72277227722772,1.64389057957753,101,I160,5.386363636,0.920462702,44,5.637931034,0.892429679,58,3.680851064,1.369010798,47,3.730769231,1.890278376,52
I410,Guitar 1,Person,Pixabay,5.52777777777778,0.971157256805242,108,3.25961538461538,1.57032673804754,104,I410,5.456140351,0.92717265,57,5.607843137,1.02134091,51,2.93877551,1.420213647,49,3.545454545,1.653483212,55
I178,Cold 8,Object,Pixabay,5.52475247524752,1.16270425651531,101,3.48543689320388,1.68537002203509,103,I178,5.24137931,1.189284686,58,5.906976744,1.019195609,43,3.387755102,1.617821665,49,3.566037736,1.770586973,53
I378,Galaxy 8,Scene,Pixabay,5.51960784313725,1.15810011842427,102,4.57425742574257,1.86733250736694,101,I378,5.659090909,1.098480596,44,5.413793103,1.199919336,58,4.425531915,1.703508922,47,4.711538462,2.042072558,52
I61,Beach 3,Scene,Pixabay,5.51485148514851,1.08271751981889,101,3.80582524271845,1.65717839826323,103,I61,5.362068966,1.054618512,58,5.720930233,1.098171237,43,3.510204082,1.672354241,49,4.056603774,1.622143576,53
I647,Present 1,Object,Pixabay,5.50980392156863,1.13229022308391,102,2.98019801980198,1.72615293656038,101,I647,5.155555556,1.205207556,45,5.803571429,0.998537892,56,2.755102041,1.561657936,49,3.192307692,1.858087374,52
I536,Nude couple 10,Person,Wikipedia,5.5,1.06007658979794,102,4.2970297029703,1.45975720210894,101,I536,5.636363636,1.058540221,44,5.396551724,1.058626306,58,4.617021277,1.243298409,47,4.057692308,1.551892728,52
I131,Cat 2,Animal,Pixabay,5.4950495049505,1.17152688723936,101,3.98058252427184,1.74884041427272,103,I131,5.379310345,1.167206685,58,5.651162791,1.172781004,43,3.795918367,1.731805318,49,4.169811321,1.773044416,53
I175,Cold 5,Scene,Pixabay,5.49074074074074,1.03666765166418,108,3.20192307692308,1.85587394790978,104,I175,5.438596491,1.069337977,57,5.549019608,1.006254948,51,3.306122449,1.839430184,49,3.109090909,1.882401217,55
I648,Present 2,Object,Pixabay,5.49019607843137,1.06933029878764,102,3.08910891089109,1.67391164582238,101,I648,5.155555556,1.086185058,45,5.767857143,0.990703541,56,2.816326531,1.523065294,49,3.346153846,1.780995705,52
I897,Yoga 3,Person,Pixabay,5.49019607843137,0.95175812343737,102,3.64356435643564,1.47366318007774,101,I897,5.295454545,0.878146713,44,5.637931034,0.985834331,58,4.063829787,1.22304423,47,3.230769231,1.591834367,52
I11,Alcohol 8,Object,Pixabay,5.47524752475248,1.1008547534161,101,3.79611650485437,1.76212451598148,103,I11,5.25862069,1.068863059,58,5.76744186,1.087531265,43,3.591836735,1.63195138,49,3.981132075,1.886088403,53
I75,Bird 2,Animal,Pixabay,5.47524752475248,1.1008547534161,101,3.69902912621359,1.54561334647136,103,I75,5.310344828,1.012325732,58,5.697674419,1.185927078,43,3.673469388,1.625163519,49,3.698113208,1.488221779,53
I426,Happy face 1,Person,Pixabay,5.47222222222222,0.990216943409663,108,3.02884615384615,1.56078602782228,104,I426,5.263157895,1.0093547410000001,57,5.705882353,0.922910996,51,3.020408163,1.600648253,49,3.036363636,1.539163269,55
I750,Skier 1,Person,Wikipedia,5.47222222222222,0.911590305310013,108,4.22115384615385,1.79512138632337,104,I750,5.473684211,0.94689838,57,5.470588235,0.879839558,51,3.653061224,1.797579627,49,4.727272727,1.649405566,55
I358,Food 5,Object,Pixabay,5.47058823529412,1.04080968436508,102,3.14851485148515,1.7168933491272,101,I358,5.222222222,1.063632047,45,5.678571429,0.992831449,56,3.142857143,1.683250823,49,3.153846154,1.764404197,52
I69,Bear 3,Animal,Pixabay,5.46534653465347,0.965032190506033,101,4.32038834951456,1.44990596201494,103,I69,5.396551724,0.857160862,58,5.558139535,1.097666911,43,4.387755102,1.440722136,49,4.245283019,1.47941855,53
I747,Sidewalk 4,Object,Pixabay,5.46078431372549,1.09609178472589,102,3.38613861386139,1.55544396896644,101,I747,5.204545455,0.929604704,44,5.655172414,1.178040659,58,3.319148936,1.287167145,47,3.480769231,1.765579221,52
I142,Cat 13,Animal,Flickr/Marjolein Knuit,5.45544554455446,1.1621080197231901,101,3.71844660194175,1.93227223616904,103,I142,5.24137931,1.2327454,58,5.744186047,1.002212392,43,3.387755102,1.901932422,49,4,1.941450687,53
I888,Wolf 1,Animal,Pixabay,5.45544554455446,1.10927681374171,101,4.27184466019417,1.591608969844,103,I888,5.224137931,1.076757697,58,5.76744186,1.087531265,43,4.265306122,1.578178145,49,4.283018868,1.633511537,53
I224,Dessert 7,Object,Pixabay,5.4537037037037,1.12228288085449,108,3.13461538461538,1.78482107181695,104,I224,5.298245614,1.133340705,57,5.62745098,1.094728904,51,3.224489796,1.80583898,49,3.054545455,1.778661397,55
I139,Cat 10,Animal,Pixabay,5.45098039215686,1.15721970479088,102,3.42574257425743,1.47882747238118,101,I139,5.2,1.217299545,45,5.642857143,1.085919324,56,3.367346939,1.523344423,49,3.480769231,1.448330812,52
I373,Galaxy 3,Scene,Pixabay,5.45098039215686,1.23982952341702,102,4.00990099009901,1.88941816178923,101,I373,5.644444444,1.281965032,45,5.321428571,1.192509087,56,4.265306122,1.823178431,49,3.769230769,1.936394311,52
I529,Nude couple 3,Person,Flickr/you me,5.45098039215686,1.09569319782964,102,4.5049504950495,1.41155065354551,101,I529,5.288888889,1.120515754,45,5.571428571,1.07630923,56,4.795918367,1.172241298,49,4.230769231,1.567005194,52
I706,Sailing 3,Scene,Wikipedia,5.45098039215686,1.04953974807057,102,3.62376237623762,1.63616310402426,101,I706,5.272727273,1.086141803,44,5.586206897,1.009333335,58,3.723404255,1.570130535,47,3.596153846,1.694970824,52
I675,Rollercoaster 1,Scene,Wikipedia,5.44554455445545,1.20395388221271,101,4.70873786407767,1.58195131404947,103,I675,5.413793103,1.026567825,58,5.488372093,1.420464261,43,4.612244898,1.604892605,49,4.79245283,1.585493014,53
I393,Gazing 5,Person,Pixabay,5.44444444444444,1.02613814935302,108,3.30769230769231,1.58926570989224,104,I393,5.385964912,1.081572697,57,5.509803922,0.966903284,51,3.142857143,1.5,49,3.454545455,1.664645239,55
I528,Nude couple 2,Person,Wikipedia,5.44117647058824,1.07697347671143,102,4.40594059405941,1.55034330276737,101,I528,5.568181818,0.899553566,44,5.344827586,1.192840104,58,4.829787234,1.356452357,47,4.076923077,1.594674395,52
I179,Collaboration 1,Person,Pixabay,5.43137254901961,0.969942367600625,102,3.34653465346535,1.60272045949602,101,I179,5.25,0.94315157,44,5.568965517,0.975346434,58,3.531914894,1.396440566,47,3.192307692,1.749380412,52
I258,Dog 8,Animal,Pixabay,5.43137254901961,1.33875813535588,102,4.38613861386139,1.67910867444429,101,I258,5.295454545,1.152944571,44,5.534482759,1.465575957,58,4.29787234,1.600474028,47,4.423076923,1.775057622,52
I374,Galaxy 4,Scene,Pixabay,5.43137254901961,1.2388896651467,102,4.45544554455446,1.90538580069889,101,I374,5.454545455,1.150420458,44,5.413793103,1.311681427,58,4.29787234,1.804762945,47,4.557692308,2.023523054,52
I605,Parachuting 2,Person,Wikipedia,5.43137254901961,1.04842931953035,102,4.33663366336634,1.63264955041045,101,I605,5.266666667,1.175507627,45,5.571428571,0.93141423,56,4.571428571,1.443375673,49,4.115384615,1.77845324,52
I872,Waterfall 1,Scene,Pixabay,5.43137254901961,1.14761745378374,102,4.00990099009901,1.56521595637759,101,I872,5.533333333,0.894427191,45,5.357142857,1.327041432,56,3.857142857,1.513825177,49,4.153846154,1.613480167,52
I391,Gazing 3,Person,Flickr/Joshua Blount,5.42592592592593,1.16974079486527,108,3.31067961165049,1.70368186189236,103,I391,5.192982456,1.15632726,57,5.68627451,1.14000344,51,3.06122449,1.712796973,49,3.537037037,1.679094129,54
I41,Baby 10,Person,Pixabay,5.42156862745098,1.33821422688067,102,3.89108910891089,1.70235713115086,101,I41,5.266666667,1.467836999,45,5.517857143,1.220894924,56,3.591836735,1.801832023,49,4.173076923,1.56832812,52
I130,Cat 1,Animal,Pixabay,5.42156862745098,1.16411930345192,102,3.84158415841584,1.57310313245716,101,I130,5.222222222,1.145919418,45,5.571428571,1.173295946,56,3.857142857,1.645701472,49,3.826923077,1.51749476,52
I527,Nude couple 1,Person,Wikipedia,5.42156862745098,1.2058953742591,102,4.99009900990099,1.33787181377702,101,I527,5.288888889,1.290211791,45,5.535714286,1.143587429,56,5.040816327,1.413612153,49,4.942307692,1.274385073,52
I158,Chipmunk 1,Animal,Pixabay,5.41176470588235,1.08411519953864,102,3.27722772277228,1.66203978220251,101,I158,5.177777778,1.133957048,45,5.607142857,1.021203771,56,3.040816327,1.593727074,49,3.5,1.709259672,52
I684,Rubber duck 1,Object,Pixabay,5.41176470588235,1.04694691607484,102,3.76237623762376,1.87162237030596,101,I684,5.318181818,0.958989955,44,5.482758621,1.111998033,58,3.680851064,1.770610101,47,3.75,1.949107387,52
I515,Musician 1,Person,Pixabay,5.40740740740741,0.947569808905051,108,3.21153846153846,1.54337341354968,104,I515,5.245614035,0.95020114,57,5.588235294,0.920357987,51,3.163265306,1.532249691,49,3.254545455,1.566054039,55
I266,Dog 16,Animal,Pixabay,5.3921568627451,1.44986761256411,102,4.81188118811881,1.68352529703078,101,I266,5.113636364,1.315664287,44,5.603448276,1.521075972,58,4.361702128,1.509758574,47,5.173076923,1.757015672,52
I758,Skydiving 4,Person,Pixabay,5.3921568627451,1.23606580254441,102,4.3960396039604,1.58163970562699,101,I758,5.222222222,1.428427121,45,5.535714286,1.061119233,56,4.591836735,1.553468798,49,4.211538462,1.600692723,52
I838,Tiger 2,Animal,Pixabay,5.3921568627451,1.15318639700595,102,4.3960396039604,1.5236745579079,101,I838,5.288888889,1.198905225,45,5.482142857,1.128008243,56,4.408163265,1.644667739,49,4.384615385,1.416345008,52
I221,Dessert 4,Object,Pixabay,5.38888888888889,1.03971000030547,108,3.11538461538462,1.62090525053666,104,I221,5.245614035,1.056961645,57,5.549019608,1.006254948,51,3.06122449,1.599585405,49,3.163636364,1.652872207,55
I606,Parachuting 3,Person,Wikipedia,5.38613861386139,1.20805874881732,101,4.78640776699029,1.74698892460261,103,I606,5.206896552,1.072112535,58,5.627906977,1.345596979,43,4.530612245,1.768969107,49,5.018867925,1.726385353,53
I676,Rollercoaster 2,Scene,Wikipedia,5.37254901960784,1.21802931753114,102,5.11881188118812,1.42328583715901,101,I676,5.431818182,1.208453312,44,5.327586207,1.233849077,58,5.170212766,1.372385244,47,5.153846154,1.391636297,52
I140,Cat 11,Animal,Pixabay,5.36633663366337,1.1808706303167,101,3.60194174757282,1.64101717514547,103,I140,5.24137931,1.06475176,58,5.534883721,1.315635592,43,3.571428571,1.645701472,49,3.622641509,1.666715045,53
I279,Dog 29,Animal,Pixabay,5.36274509803922,1.03205280091991,102,4,1.70880074906351,101,I279,5.068181818,0.949852553,44,5.586206897,1.043517714,58,3.659574468,1.550267799,47,4.25,1.813619499,52
I530,Nude couple 4,Person,Flickr/Marquis C.,5.36274509803922,1.06044279642076,102,4.46534653465347,1.38970756949542,101,I530,5.522727273,0.848764803,44,5.24137931,1.189284686,58,4.680851064,1.270165737,47,4.288461538,1.499497151,52
I836,Tickling 1,Person,Wikipedia,5.36274509803922,1.26482664789811,102,3.88118811881188,1.6265738760528,101,I836,5.25,1.383036767,44,5.448275862,1.172378207,58,3.893617021,1.402389925,47,3.923076923,1.802461866,52
I568,Nude woman 5,Person,Wikipedia,5.35294117647059,1.30229849222141,102,4.94059405940594,1.80455968135287,101,I568,6.159090909,0.913546165,44,4.74137931,1.222025136,58,5.85106383,1.197437906,47,4.076923077,1.86659125,52
I686,Rugby 2,Person,Wikipedia,5.35294117647059,1.04972470529257,102,3.06930693069307,1.58907158896366,101,I686,5.266666667,1.095445115,45,5.410714286,1.022950913,56,3.244897959,1.548259941,49,2.903846154,1.624078808,52
I376,Galaxy 6,Scene,Pixabay,5.34313725490196,1.20637824749291,102,4.16831683168317,1.78364406163726,101,I376,5.363636364,1.013648925,44,5.327586207,1.342790117,58,4.063829787,1.566000935,47,4.211538462,1.983624514,52
I355,Food 2,Object,Pixabay,5.34259259259259,1.29818015711166,108,2.96153846153846,1.90004127151433,104,I355,5.350877193,1.141603322,57,5.333333333,1.465150732,51,3.040816327,1.914410088,49,2.890909091,1.901974873,55
I8,Alcohol 5,Object,Pixabay,5.33333333333333,1.1286839206524,102,3.55445544554455,1.60296754505356,101,I8,5.386363636,1.039138934,44,5.293103448,1.19954115,58,3.404255319,1.469391688,47,3.673076923,1.700301632,52
I138,Cat 9,Animal,Pixabay,5.33333333333333,1.33954937324627,108,3.60576923076923,1.75387653433326,104,I138,5.105263158,1.35862602,57,5.588235294,1.283377896,51,3.448979592,1.732787067,49,3.745454545,1.776577878,55
I218,Dessert 1,Object,Pixabay,5.33333333333333,1.11987740960395,102,3.40594059405941,1.64425191392184,101,I218,5.159090909,1.055289706,44,5.465517241,1.157970354,58,3.085106383,1.529844937,47,3.653846154,1.725070222,52
I289,Eating 2,Person,Publicdomainpictures.net,5.33333333333333,1.01798999521755,102,3.23762376237624,1.74441116054378,101,I289,5.333333333,1.066003582,45,5.339285714,0.995933289,56,3.897959184,1.636114528,49,2.615384615,1.622801332,52
I396,Goat 1,Animal,Flickr/Neil Piddock,5.33333333333333,1.22283568103149,108,3.30769230769231,1.76303425051357,104,I396,5.280701754,1.250062655,57,5.392156863,1.201306478,51,3.387755102,1.81218476,49,3.236363636,1.731661976,55
I756,Skydiving 2,Person,Pixabay,5.33333333333333,1.13742224918334,102,4.6039603960396,1.72672642836549,101,I756,5.022222222,1.177224951,45,5.589285714,1.057901623,56,4.775510204,1.747203791,49,4.442307692,1.708266654,52
I795,Statue 1,Object,Pixabay,5.33333333333333,1.1600837868548,108,2.80769230769231,1.63146799746007,104,I795,5.157894737,1.17700397,57,5.529411765,1.119873942,51,2.775510204,1.661642086,49,2.836363636,1.618911801,55
I80,Birthday 2,Person,Pixabay,5.32673267326733,1.17566075796625,101,3.37864077669903,1.59113047033079,103,I80,5.086206897,1.218058316,58,5.651162791,1.043887444,43,3.306122449,1.516631158,49,3.433962264,1.681453515,53
I277,Dog 27,Animal,Wikipedia,5.32673267326733,1.31231787986821,101,4.22330097087379,1.61446912803906,103,I277,5.224137931,1.325103153,58,5.465116279,1.297412025,43,4.265306122,1.578178145,49,4.169811321,1.672582631,53
I144,Celebration 1,Person,Pixabay,5.32352941176471,1.10947106036158,102,3.8019801980198,1.69127054003904,101,I144,5.477272727,0.999735694,44,5.206896552,1.181117828,58,3.893617021,1.722410376,47,3.75,1.655353762,52
I206,Dancing 8,Person,Pixabay,5.31372549019608,0.889770157849353,102,3.40594059405941,1.42252042390809,101,I206,5.090909091,0.772136324,44,5.482758621,0.941096399,58,3.361702128,1.25845889,47,3.442307692,1.513513786,52
I612,Parasailing 4,Scene,Pixabay,5.30555555555556,1.25644754611447,108,4.20192307692308,1.77567057040655,104,I612,5.368421053,1.204627668,57,5.235294118,1.320427738,51,4.081632653,1.823877905,49,4.309090909,1.741356722,55
I199,Dancing 1,Person,Pixabay,5.30392156862745,0.962558633279285,102,3.43564356435644,1.61502843061141,101,I199,5.222222222,1.020001981,45,5.375,0.925644738,56,3.387755102,1.617821665,49,3.480769231,1.626862548,52
I356,Food 3,Object,Pixabay,5.30392156862745,1.03205280091991,102,2.84158415841584,1.66572910923311,101,I356,5.181818182,0.84282822,44,5.396551724,1.153783329,58,2.914893617,1.54398957,47,2.769230769,1.766966877,52
I705,Sailing 2,Scene,Wikipedia,5.30392156862745,1.02241430139088,102,4.56435643564356,1.43816439661228,101,I705,5.340909091,0.938657671,44,5.275862069,1.088909054,58,4.680851064,1.33687473,47,4.519230769,1.47515881,52
I151,Cheerleader 1,Person,Pixabay,5.29411764705882,1.21531673167918,102,4.27722772277228,1.73849827081414,101,I151,5.844444444,1.086185058,45,4.875,1.145147867,56,5.102040816,1.373027342,49,3.5,1.697749375,52
I177,Cold 7,Person,Pixabay,5.29411764705882,1.14829391564843,102,3.38613861386139,1.86531657918812,101,I177,5.113636364,1.082974137,44,5.431034483,1.186356193,58,3.234042553,1.683846089,47,3.480769231,2.043549244,52
I822,Surprise 2,Person,Pixabay,5.29411764705882,1.17387599741594,102,3.64356435643564,1.73542017053993,101,I822,5.068181818,1.189053313,44,5.465517241,1.142719398,58,3.489361702,1.666450803,47,3.865384615,1.771549075,52
I723,School 8,Person,Pixabay,5.28712871287129,0.983225647177354,101,3.33980582524272,1.5374628837111,103,I723,5.172413793,0.939165943,58,5.441860465,1.030541364,43,3.183673469,1.481461404,49,3.490566038,1.600752726,53
I578,Nude woman 15,Person,Wikipedia,5.2843137254902,1.4649532887521,102,5.37623762376238,1.81577248105876,101,I578,6.044444444,1.065055602,45,4.678571429,1.478416141,56,6.244897959,1.181993589,49,4.557692308,1.934348566,52
I880,Wedding 7,Object,Pixabay,5.2843137254902,1.22172942654703,102,3.24752475247525,1.55824221861724,101,I880,5.136363636,1.153173762,44,5.396551724,1.269613219,58,3.234042553,1.386468237,47,3.269230769,1.727691247,52
I534,Nude couple 8,Person,DeviantArt,5.27777777777778,1.26663387398116,108,4.70192307692308,1.51932411961147,104,I534,5.385964912,1.145712286,57,5.156862745,1.391007534,51,4.469387755,1.459195566,49,4.909090909,1.554833887,55
I504,Moon 1,Scene,Pixabay,5.27450980392157,1.17866229550013,102,3.61386138613861,1.8109130129838,101,I504,5.159090909,1.033017297,44,5.362068966,1.280053122,58,3.617021277,1.701063497,47,3.653846154,1.918788582,52
I353,Flowers 10,Object,Pixabay,5.25925925925926,1.15500026597376,108,3.16346153846154,1.61371895703457,104,I353,5.245614035,1.106485778,57,5.274509804,1.217841227,51,2.897959184,1.710809968,49,3.4,1.498147004,55
I525,Neutral pose 2,Scene,Pixabay,5.25490196078431,1.12299347581755,102,3.66336633663366,1.66899507322683,101,I525,5.133333333,1.140175425,45,5.357142857,1.118904845,56,3.612244898,1.455110628,49,3.711538462,1.861230233,52
I593,Ornament 1,Object,Pixabay,5.24509803921569,1.0848759979312,102,2.88118811881188,1.63271019297897,101,I593,4.822222222,0.936358733,45,5.589285714,1.091733995,56,2.87755102,1.563018621,49,2.884615385,1.711023615,52
I755,Skydiving 1,Scene,Pixabay,5.23148148148148,1.27232572007785,108,4.68269230769231,1.59041072473066,104,I755,5.210526316,1.26401913,57,5.254901961,1.293725431,51,4.224489796,1.723191155,49,5.090909091,1.350894454,55
I267,Dog 17,Animal,Pixabay,5.22772277227723,1.23191873205023,101,3.84466019417476,1.60731954162517,103,I267,5.172413793,1.171862081,58,5.302325581,1.318998244,43,3.795918367,1.580869906,49,3.867924528,1.652943015,53
I114,Car 1,Object,Pixabay,5.22549019607843,1.28129623989083,102,4.32673267326733,1.88206753806068,101,I114,5.431818182,1.149271301,44,5.068965517,1.361913888,58,4.787234043,1.718646715,47,3.865384615,1.950654452,52
I402,Grass 4,Scene,Pixabay,5.22549019607843,1.15960784379379,102,2.10891089108911,1.5093110355325,101,I402,5.266666667,1.213559752,45,5.214285714,1.123538011,56,1.836734694,1.296581061,49,2.365384615,1.657175085,52
I109,Camping 7,Person,Pixabay,5.2156862745098,0.874585627262252,102,2.98019801980198,1.39269665052948,101,I109,5.090909091,0.772136324,44,5.310344828,0.940453354,58,2.978723404,1.359177528,47,3.019230769,1.434728704,52
I200,Dancing 2,Person,Pixabay,5.2156862745098,1.10469252010148,102,3.48514851485149,1.57869478612009,101,I200,4.954545455,1.16048397,44,5.413793103,1.026567825,58,3.446808511,1.38011516,47,3.480769231,1.765579221,52
I575,Nude woman 12,Person,Pixabay,5.20792079207921,1.35142022837582,101,4.92233009708738,1.8078766680364,103,I575,5.482758621,1.314445775,58,4.837209302,1.326115569,43,5.87755102,1.423502913,49,4.056603774,1.703109084,53
I397,Goat 2,Animal,Pixabay,5.2037037037037,1.22862478595341,108,3.03846153846154,1.69478398499275,104,I397,5.052631579,1.201502818,57,5.37254902,1.248371488,51,2.897959184,1.571157985,49,3.163636364,1.802915708,55
I634,Pinecone 3,Object,Pixabay,5.2037037037037,1.07442015884996,108,2.42307692307692,1.53719140998075,104,I634,5.280701754,1.081572697,57,5.117647059,1.070458945,51,2.244897959,1.493466497,49,2.581818182,1.571634076,55
I152,Cheerleader 2,Person,Pixabay,5.1980198019802,1.10471536587664,101,4.12621359223301,1.64900214420059,103,I152,5.172413793,1.061907107,58,5.23255814,1.171836355,43,4.795918367,1.554289653,49,3.509433962,1.514324443,53
I427,Happy face 2,Person,Pixabay,5.19444444444444,1.05421568785088,108,3.17307692307692,1.70346481688789,104,I427,5.070175439,1.066697995,57,5.333333333,1.032795559,51,3.040816327,1.71948616,49,3.290909091,1.696103675,55
I657,Rafting 5,Person,Wikipedia,5.18627450980392,0.930563463468149,102,4.83168316831683,1.53015886058078,101,I657,5.113636364,0.841258998,44,5.24137931,0.996667162,58,4.680851064,1.3847992,47,4.961538462,1.66817428,52
I141,Cat 12,Animal,Wikipedia,5.18518518518519,1.23914462619917,108,3.38461538461538,1.71971826721587,104,I141,4.929824561,1.237215323,57,5.470588235,1.189166787,51,3.183673469,1.563562564,49,3.563636364,1.843543652,55
I570,Nude woman 7,Person,Pixabay,5.17821782178218,1.3296318257620099,101,4.69902912621359,1.84090212037208,103,I570,5.689655172,1.25944706,58,4.488372093,1.099179196,43,5.755102041,1.362146166,49,3.754716981,1.708639364,53
I423,Hang gliding 2,Person,Wikipedia,5.17647058823529,1.10275770168761,102,4.1980198019802,1.57492731248269,101,I423,5.244444444,1.190025889,45,5.107142857,1.038855514,56,4.285714286,1.607275127,49,4.115384615,1.554926972,52
I535,Nude couple 9,Person,Flickr/Jaume Ventura,5.16666666666667,1.32069088830136,102,5.05940594059406,1.36983051636484,101,I535,5.2,1.423823278,45,5.142857143,1.256670513,56,5.1632653060000004,1.448374646,49,4.961538462,1.297985445,52
I404,Grass 6,Scene,Pixabay,5.15841584158416,1.07454802840382,101,2.85436893203884,1.79546141860302,103,I404,5.017241379,0.999848748,58,5.348837209,1.15230041,43,3.06122449,1.772570676,49,2.698113208,1.814311754,53
I43,Band 2,Person,Pixabay,5.15686274509804,1.11466460825459,102,3.84158415841584,1.54746678973945,101,I43,5.068181818,1.189053313,44,5.224137931,1.060339294,58,3.978723404,1.375078839,47,3.788461538,1.67257625,52
I48,Barbeque 2,Person,Pixabay,5.14851485148515,1.26796008307723,101,3.12621359223301,1.58225212816047,103,I48,5.051724138,1.289939667,58,5.279069767,1.240690695,43,3,1.594260539,49,3.264150943,1.582973631,53
I67,Bear 1,Animal,Wikipedia,5.14814814814815,1.14234399793701,108,3.33653846153846,1.61070796062746,104,I67,5.052631579,1.092524152,57,5.254901961,1.197382767,51,3.12244898,1.408791637,49,3.527272727,1.762306417,55
I290,Eating 3,Person,Wikipedia,5.14814814814815,1.04849527084637,108,2.625,1.46272454918762,104,I290,5.035087719,0.999373237,57,5.274509804,1.096876135,51,2.612244898,1.469358229,49,2.636363636,1.470243572,55
I716,School 1,Person,Pixabay,5.14705882352941,1.1292427921551,102,3.14851485148515,1.38120337831806,101,I716,4.954545455,1.293176105,44,5.293103448,0.973483899,58,3.191489362,1.296119591,47,3.096153846,1.458707666,52
I251,Dog 1,Animal,Pixabay,5.13861386138614,1.19188676450657,101,4.32038834951456,1.5668977232599,103,I251,5.275862069,0.91369893,58,4.953488372,1.479277307,43,4.183673469,1.55018103,49,4.471698113,1.588465316,53
I611,Parasailing 3,Scene,Pixabay,5.13861386138614,1.1491710313987,101,4.27184466019417,1.65798232421147,103,I611,5.068965517,0.988744889,58,5.23255814,1.342300962,43,4.244897959,1.52110996,49,4.301886792,1.803681125,53
I31,Astronaut 2,Person,Pixabay,5.13725490196078,1.15217586396799,102,3.67326732673267,1.59442096631404,101,I31,5.422222222,1.157758196,45,4.928571429,1.109580475,56,3.87755102,1.615454697,49,3.480769231,1.565440295,52
I610,Parasailing 2,Person,Pixabay,5.12871287128713,1.19719143278453,101,4.3495145631068,1.74731580063215,103,I610,5.120689655,1.125113424,58,5.139534884,1.301672831,43,4.244897959,1.601179412,49,4.471698113,1.887242327,53
I604,Parachuting 1,Scene,Pixabay,5.12745098039216,1.03092353700817,102,4.54455445544554,1.51343815516358,101,I604,5.022727273,1.109968287,44,5.206896552,0.968967993,58,4.340425532,1.273075628,47,4.788461538,1.637029094,52
I165,Cliff diver 3,Person,Wikipedia,5.12037037037037,1.39904902676811,108,4.75,1.62952134254978,104,I165,5.385964912,1.333020013,57,4.823529412,1.42416126,51,4.285714286,1.755942292,49,5.163636364,1.397930168,55
I629,Pigeon 4,Animal,Pixabay,5.11881188118812,0.972492968744466,101,3.21359223300971,1.51883911704581,103,I629,4.896551724,0.765246324,58,5.418604651,1.138766211,43,3.0816326530000002,1.469647558,49,3.339622642,1.580450231,53
I103,Bungee jumping 3,Person,Flickr/Eric Chan,5.11111111111111,1.36260699371266,108,4.35576923076923,1.68326006638395,104,I103,5.105263158,1.397500454,57,5.117647059,1.336369093,51,3.87755102,1.666241442,49,4.781818182,1.595025938,55
I164,Cliff diver 2,Person,Wikipedia,5.10891089108911,1.05736455491008,101,4.0873786407767,1.63962451534003,103,I164,5.034482759,0.990578729,58,5.209302326,1.145553298,43,4.020408163,1.574401949,49,4.169811321,1.717957744,53
I677,Rollercoaster 3,Scene,Wikipedia,5.10891089108911,1.12161481890184,101,4.39805825242718,1.76201647977672,103,I677,5.086206897,0.941899588,58,5.139534884,1.337755678,43,4.326530612,1.760536792,49,4.490566038,1.782636784,53
I390,Gazing 2,Person,Pixabay,5.1078431372549,1.01383364918499,102,3.37623762376238,1.59907151277555,101,I390,5.022222222,0.988315575,45,5.160714286,1.040573019,56,3.183673469,1.55018103,49,3.557692308,1.637950196,52
I272,Dog 22,Animal,Pixabay,5.09803921568627,1.27822435565803,102,3.88118811881188,1.58295374987945,101,I272,5.022222222,1.305388986,45,5.196428571,1.241987306,56,3.918367347,1.592125606,49,3.846153846,1.588989263,52
I655,Rafting 3,Person,Wikipedia,5.09803921568627,1.1214365250138,102,4.22772277227723,1.66662046140573,101,I655,5.133333333,1.120064933,45,5.071428571,1.1418827010000001,56,4.326530612,1.663176618,49,4.134615385,1.680672673,52
I718,School 3,Person,Pixabay,5.08910891089109,1.09634857505257,101,3.39805825242718,1.72262798451783,103,I718,4.931034483,0.915022173,58,5.302325581,1.282387723,43,3.244897959,1.639748612,49,3.58490566,1.780600183,53
I72,Biking 1,Person,Pixabay,5.08823529411765,1.02544789708355,102,3.57425742574257,1.53848324432517,101,I72,4.886363636,0.841258998,44,5.24137931,1.128736987,58,3.808510638,1.408642545,47,3.384615385,1.610673299,52
I577,Nude woman 14,Person,Pixabay,5.08823529411765,1.35780064720631,102,4.95049504950495,1.73997837701371,101,I577,5.755555556,1.170771998,45,4.589285714,1.261698505,56,5.836734694,1.086794575,49,4.115384615,1.83275049,52
I757,Skydiving 3,Person,Pixabay,5.07920792079208,1.2544573991717,101,5.04854368932039,1.71714903242063,103,I757,5.224137931,1.140069303,58,4.88372093,1.383737216,43,5,1.620185175,49,5.132075472,1.808502737,53
